"analysis_id","family","analysis_role","multiplicity_family","specification_id","welfare_specification_id","welfare_outcome_id","outcome_round","estimand","treatment","adjustment_id","construction_id","excluded_instruments","effective_f","effective_f_critical_value","first_stage_strong","reduced_form_p_holm_family","reduced_form_family_signal","anderson_rubin_p_beta0_holm_family","ar_family_signal","ar_95_bounded","ar_95_disconnected","ar_95_left_truncated","ar_95_right_truncated","n"
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__region_main__glottolog_mean","alt_welfare__bottom40_mean_real_mpce__long_2022__ancova","bottom40_mean_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0644594781352741,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__region_main__dyen_noncognate","alt_welfare__bottom40_mean_real_mpce__long_2022__ancova","bottom40_mean_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.00836454962694188,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__state_main__nonzero_mean","alt_welfare__bottom40_mean_real_mpce__long_2022__ancova","bottom40_mean_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.495512850925577,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__state_main__glottolog_mean","alt_welfare__bottom40_mean_real_mpce__long_2022__ancova","bottom40_mean_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",6.58052157990913,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__ancova__state_main__dyen_noncognate","alt_welfare__bottom40_mean_real_mpce__long_2022__ancova","bottom40_mean_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0722751801789592,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__region_main__nonzero_mean","alt_welfare__bottom40_mean_real_mpce__long_2022__change","bottom40_mean_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",5.34539254182453,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__region_main__glottolog_mean","alt_welfare__bottom40_mean_real_mpce__long_2022__change","bottom40_mean_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0593461051855562,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__region_main__dyen_noncognate","alt_welfare__bottom40_mean_real_mpce__long_2022__change","bottom40_mean_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.00550006029234285,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__state_main__nonzero_mean","alt_welfare__bottom40_mean_real_mpce__long_2022__change","bottom40_mean_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.334639838453952,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__state_main__glottolog_mean","alt_welfare__bottom40_mean_real_mpce__long_2022__change","bottom40_mean_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",5.03889949596846,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2022__change__state_main__dyen_noncognate","alt_welfare__bottom40_mean_real_mpce__long_2022__change","bottom40_mean_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0513526359296825,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,442
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__region_main__nonzero_mean","alt_welfare__bottom40_mean_real_mpce__long_2023__ancova","bottom40_mean_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",5.32071241122559,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__region_main__glottolog_mean","alt_welfare__bottom40_mean_real_mpce__long_2023__ancova","bottom40_mean_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0776414959574146,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__region_main__dyen_noncognate","alt_welfare__bottom40_mean_real_mpce__long_2023__ancova","bottom40_mean_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0230736772418098,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__state_main__nonzero_mean","alt_welfare__bottom40_mean_real_mpce__long_2023__ancova","bottom40_mean_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.148667288877666,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__state_main__glottolog_mean","alt_welfare__bottom40_mean_real_mpce__long_2023__ancova","bottom40_mean_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",4.70202631378684,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__ancova__state_main__dyen_noncognate","alt_welfare__bottom40_mean_real_mpce__long_2023__ancova","bottom40_mean_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.320034361971928,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__region_main__nonzero_mean","alt_welfare__bottom40_mean_real_mpce__long_2023__change","bottom40_mean_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",5.7133310709274,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__region_main__glottolog_mean","alt_welfare__bottom40_mean_real_mpce__long_2023__change","bottom40_mean_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0738275531550017,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__region_main__dyen_noncognate","alt_welfare__bottom40_mean_real_mpce__long_2023__change","bottom40_mean_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0203973048409395,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__state_main__nonzero_mean","alt_welfare__bottom40_mean_real_mpce__long_2023__change","bottom40_mean_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.0239717991874764,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__state_main__glottolog_mean","alt_welfare__bottom40_mean_real_mpce__long_2023__change","bottom40_mean_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",3.97748627772965,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,444
"consumption_iv__consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__bottom40_mean_real_mpce__long_2023__change__state_main__dyen_noncognate","alt_welfare__bottom40_mean_real_mpce__long_2023__change","bottom40_mean_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.237735380997675,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,444
"consumption_iv__consumption_control__early_2009__ancova__region_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__ancova__region_fe_only","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_fe_only","nonzero_mean","ling_distance_nonzero_mean",5.39735602994364,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_control__early_2009__ancova__region_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__ancova__region_compact_2001","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",4.86332766019671,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_control__early_2009__ancova__region_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__ancova__region_compact_2001_no_human_capital","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",8.17284257200882,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_control__early_2009__ancova__state_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__ancova__state_fe_only","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_fe_only","nonzero_mean","ling_distance_nonzero_mean",6.62952484614765,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_control__early_2009__ancova__state_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__ancova__state_compact_2001","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.977083054927519,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,521
"consumption_iv__consumption_control__early_2009__ancova__state_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__ancova__state_compact_2001_no_human_capital","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",2.97837307624259,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,521
"consumption_iv__consumption_control__early_2009__change__region_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__change__region_fe_only","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","region_fe_only","nonzero_mean","ling_distance_nonzero_mean",5.89913336863339,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_control__early_2009__change__region_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__change__region_compact_2001","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",5.03860386680107,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_control__early_2009__change__region_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__change__region_compact_2001_no_human_capital","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","region_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",8.67617160890737,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_control__early_2009__change__state_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__change__state_fe_only","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","state_fe_only","nonzero_mean","ling_distance_nonzero_mean",0.543009454867484,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_control__early_2009__change__state_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__change__state_compact_2001","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.731781220659933,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_control__early_2009__change__state_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__early_2009__change__state_compact_2001_no_human_capital","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","state_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",2.5160633953366,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_control__medium_2011__ancova__region_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__ancova__region_fe_only","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","region_fe_only","nonzero_mean","ling_distance_nonzero_mean",5.49345878558442,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_control__medium_2011__ancova__region_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__ancova__region_compact_2001","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",5.75681735580738,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_control__medium_2011__ancova__region_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__ancova__region_compact_2001_no_human_capital","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","region_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",9.59578657435942,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_control__medium_2011__ancova__state_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__ancova__state_fe_only","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","state_fe_only","nonzero_mean","ling_distance_nonzero_mean",10.2333807829526,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_control__medium_2011__ancova__state_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__ancova__state_compact_2001","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",1.0879205991676,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_control__medium_2011__ancova__state_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__ancova__state_compact_2001_no_human_capital","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","state_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",3.21152016338153,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,525
"consumption_iv__consumption_control__medium_2011__change__region_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__change__region_fe_only","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","region_fe_only","nonzero_mean","ling_distance_nonzero_mean",5.75319431077408,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_control__medium_2011__change__region_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__change__region_compact_2001","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",5.90295383645191,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_control__medium_2011__change__region_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__change__region_compact_2001_no_human_capital","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","region_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",10.125892917497,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_control__medium_2011__change__state_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__change__state_fe_only","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","state_fe_only","nonzero_mean","ling_distance_nonzero_mean",0.573796435011107,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,525
"consumption_iv__consumption_control__medium_2011__change__state_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__change__state_compact_2001","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.673923837964983,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_control__medium_2011__change__state_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__medium_2011__change__state_compact_2001_no_human_capital","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","state_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",2.18214762175353,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,525
"consumption_iv__consumption_control__long_2022__ancova__region_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__long_2022__ancova__region_fe_only","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_fe_only","nonzero_mean","ling_distance_nonzero_mean",5.030027950477,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,524
"consumption_iv__consumption_control__long_2022__ancova__region_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__long_2022__ancova__region_compact_2001","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",4.01950979640979,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,524
"consumption_iv__consumption_control__long_2022__ancova__region_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__long_2022__ancova__region_compact_2001_no_human_capital","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",7.42053682887788,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,524
"consumption_iv__consumption_control__long_2022__ancova__state_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__long_2022__ancova__state_fe_only","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_fe_only","nonzero_mean","ling_distance_nonzero_mean",7.08224496831918,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,524
"consumption_iv__consumption_control__long_2022__ancova__state_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__long_2022__ancova__state_compact_2001","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.99818773968292,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,524
"consumption_iv__consumption_control__long_2022__ancova__state_compact_2001_no_human_capital","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__long_2022__ancova__state_compact_2001_no_human_capital","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_compact_2001_no_human_capital","nonzero_mean","ling_distance_nonzero_mean",2.57119955906415,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,524
"consumption_iv__consumption_control__long_2022__change__region_fe_only","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__long_2022__change__region_fe_only","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_fe_only","nonzero_mean","ling_distance_nonzero_mean",5.11956729427759,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,524
"consumption_iv__consumption_control__long_2022__change__region_compact_2001","control_strategy","control_strategy_robustness","consumption_control_strategy","consumption_control__long_2022__change__region_compact_2001","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",4.08093035688336,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,524
